"interaction_id","conversation_id","lead_id","campaign_id","timestamp","channel","event_type","agent_id","variant_id","outcome","metadata_json"
"INT00028024","C0003490","L0003491","CMP0007","2025-08-26T11:44:31","Ads","email_open","EN-013","VAR00036","unsubscribe","{""duration_sec"": 400, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0007""}}"
"INT00028025","C0003490","L0003491","CMP0007","2025-08-28T11:29:13","Ads","sms_sent","EN-010","VAR00019","positive","{""duration_sec"": 269, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0007""}}"
"INT00028026","C0003490","L0003491","CMP0007","2025-08-28T17:54:46","Ads","email_sent","EN-012","VAR00100","none","{""duration_sec"": 217, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0007""}}"
"INT00028027","C0003490","L0003491","CMP0007","2025-08-28T19:38:23","Social","sms_reply","EN-013","VAR00023","callback_requested","{""duration_sec"": 476, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0007""}}"
"INT00028028","C0003490","L0003491","CMP0007","2025-08-28T23:34:17","Web","social_comment","EN-004","VAR00034","none","{""duration_sec"": 277, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0007""}}"
"INT00028029","C0003491","L0003492","CMP0028","2025-08-17T04:57:29","Ads","social_comment","EN-018","VAR00002","none","{""duration_sec"": 268, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0028""}}"
"INT00028030","C0003491","L0003492","CMP0028","2025-08-25T13:35:49","Social","social_comment","EN-005","VAR00098","positive","{""duration_sec"": 581, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0028""}}"
"INT00028031","C0003491","L0003492","CMP0028","2025-08-28T03:26:29","Email","site_visit","EN-014","VAR00066","negative","{""duration_sec"": 225, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0028""}}"
"INT00028032","C0003491","L0003492","CMP0028","2025-08-28T07:25:08","Social","sms_reply","EN-018","VAR00014","positive","{""duration_sec"": 873, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0028""}}"
"INT00028033","C0003491","L0003492","CMP0028","2025-08-28T21:24:07","SMS","email_open","EN-018","VAR00017","callback_requested","{""duration_sec"": 457, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0028""}}"
"INT00028034","C0003491","L0003492","CMP0028","2025-08-28T22:09:32","Web","sms_sent","EN-014","VAR00037","positive","{""duration_sec"": 766, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0028""}}"
"INT00028035","C0003491","L0003492","CMP0028","2025-08-28T23:44:53","Web","sms_reply","EN-004","VAR00034","none","{""duration_sec"": 634, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0028""}}"
"INT00028036","C0003491","L0003492","CMP0028","2025-08-28T23:53:56","Web","call_made","EN-018","VAR00096","negative","{""duration_sec"": 762, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0028""}}"
"INT00028037","C0003492","L0003493","CMP0016","2025-08-09T16:04:06","SMS","email_sent","EN-002","VAR00015","callback_requested","{""duration_sec"": 393, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0016""}}"
"INT00028038","C0003492","L0003493","CMP0016","2025-08-10T05:25:23","SMS","sms_reply","EN-010","VAR00085","negative","{""duration_sec"": 55, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0016""}}"
"INT00028039","C0003492","L0003493","CMP0016","2025-08-27T18:37:15","Web","email_sent","EN-011","VAR00065","positive","{""duration_sec"": 475, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0016""}}"
"INT00028040","C0003492","L0003493","CMP0016","2025-08-28T04:36:33","Ads","reply","EN-014","VAR00108","callback_requested","{""duration_sec"": 88, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0016""}}"
"INT00028041","C0003492","L0003493","CMP0016","2025-08-28T14:49:07","Social","social_comment","EN-020","VAR00058","positive","{""duration_sec"": 597, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0016""}}"
"INT00028042","C0003492","L0003493","CMP0016","2025-08-28T15:49:56","Call","call_made","EN-012","VAR00006","negative","{""duration_sec"": 427, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0016""}}"
"INT00028043","C0003492","L0003493","CMP0016","2025-08-28T18:37:18","Call","social_comment","EN-011","VAR00100","negative","{""duration_sec"": 442, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0016""}}"
"INT00028044","C0003492","L0003493","CMP0016","2025-08-28T22:52:27","Web","sms_reply","EN-008","VAR00019","positive","{""duration_sec"": 532, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0016""}}"
"INT00028045","C0003492","L0003493","CMP0016","2025-08-28T23:37:48","Email","call_answered","EN-010","VAR00036","positive","{""duration_sec"": 493, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0016""}}"
"INT00028046","C0003492","L0003493","CMP0016","2025-08-28T23:57:39","Web","email_sent","EN-020","VAR00050","negative","{""duration_sec"": 340, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0016""}}"
"INT00028047","C0003493","L0003494","CMP0009","2025-08-25T05:28:42","Email","reply","EN-007","VAR00099","none","{""duration_sec"": 308, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0009""}}"
"INT00028048","C0003493","L0003494","CMP0009","2025-08-26T15:43:18","Social","email_open","EN-015","VAR00093","unsubscribe","{""duration_sec"": 482, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0009""}}"
"INT00028049","C0003493","L0003494","CMP0009","2025-08-27T08:59:18","Ads","call_answered","EN-005","VAR00102","positive","{""duration_sec"": 627, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0009""}}"
"INT00028050","C0003493","L0003494","CMP0009","2025-08-27T22:35:17","Web","call_made","EN-012","VAR00074","callback_requested","{""duration_sec"": 288, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0009""}}"
"INT00028051","C0003494","L0003495","CMP0018","2025-06-02T22:58:11","Social","call_made","EN-011","VAR00006","none","{""duration_sec"": 165, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0018""}}"
"INT00028052","C0003494","L0003495","CMP0018","2025-08-21T03:47:07","SMS","call_answered","EN-002","VAR00102","none","{""duration_sec"": 459, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0018""}}"
"INT00028053","C0003494","L0003495","CMP0018","2025-08-22T08:38:14","Email","sms_reply","EN-013","VAR00044","none","{""duration_sec"": 662, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0018""}}"
"INT00028054","C0003494","L0003495","CMP0018","2025-08-26T05:07:08","Web","social_comment","EN-009","VAR00059","none","{""duration_sec"": 501, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0018""}}"
"INT00028055","C0003494","L0003495","CMP0018","2025-08-28T18:22:37","Social","email_open","EN-010","VAR00012","unsubscribe","{""duration_sec"": 297, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0018""}}"
"INT00028056","C0003495","L0003496","CMP0030","2025-07-25T05:48:00","Social","call_answered","EN-008","VAR00021","positive","{""duration_sec"": 591, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0030""}}"
"INT00028057","C0003495","L0003496","CMP0030","2025-08-24T22:52:11","Email","reply","EN-009","VAR00051","unsubscribe","{""duration_sec"": 295, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0030""}}"
"INT00028058","C0003495","L0003496","CMP0030","2025-08-25T15:02:43","Social","social_comment","EN-014","VAR00041","unsubscribe","{""duration_sec"": 685, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0030""}}"
"INT00028059","C0003495","L0003496","CMP0030","2025-08-25T21:10:54","Social","email_sent","EN-016","VAR00085","none","{""duration_sec"": 484, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0030""}}"
"INT00028060","C0003496","L0003497","CMP0006","2025-08-21T00:17:17","SMS","site_visit","EN-013","VAR00002","callback_requested","{""duration_sec"": 33, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0006""}}"
"INT00028061","C0003496","L0003497","CMP0006","2025-08-26T07:53:16","Web","social_comment","EN-016","VAR00004","callback_requested","{""duration_sec"": 725, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0006""}}"
"INT00028062","C0003496","L0003497","CMP0006","2025-08-28T13:55:00","Email","email_open","EN-007","VAR00041","callback_requested","{""duration_sec"": 572, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0006""}}"
"INT00028063","C0003496","L0003497","CMP0006","2025-08-28T17:33:54","Ads","social_comment","EN-005","VAR00108","none","{""duration_sec"": 10, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0006""}}"
"INT00028064","C0003497","L0003498","CMP0017","2025-08-28T20:57:19","Email","email_click","EN-010","VAR00050","positive","{""duration_sec"": 502, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0017""}}"
"INT00028065","C0003497","L0003498","CMP0017","2025-08-28T23:12:37","Web","call_answered","EN-019","VAR00101","none","{""duration_sec"": 717, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0017""}}"
"INT00028066","C0003497","L0003498","CMP0017","2025-08-28T23:28:31","Social","sms_reply","EN-007","VAR00072","positive","{""duration_sec"": 843, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0017""}}"
"INT00028067","C0003497","L0003498","CMP0017","2025-08-28T23:44:34","Web","call_made","EN-006","VAR00020","none","{""duration_sec"": 772, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0017""}}"
"INT00028068","C0003497","L0003498","CMP0017","2025-08-28T23:55:06","Call","email_sent","EN-011","VAR00012","negative","{""duration_sec"": 891, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0017""}}"
"INT00028069","C0003497","L0003498","CMP0017","2025-08-28T23:55:28","Social","call_answered","EN-019","VAR00004","none","{""duration_sec"": 655, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0017""}}"
"INT00028070","C0003497","L0003498","CMP0017","2025-08-28T23:56:12","Call","sms_sent","EN-006","VAR00098","positive","{""duration_sec"": 480, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0017""}}"
"INT00028071","C0003498","L0003499","CMP0025","2025-08-03T23:41:24","Web","social_comment","EN-005","VAR00059","none","{""duration_sec"": 690, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0025""}}"
"INT00028072","C0003498","L0003499","CMP0025","2025-08-07T20:57:45","Web","email_click","EN-017","VAR00086","unsubscribe","{""duration_sec"": 886, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0025""}}"
"INT00028073","C0003498","L0003499","CMP0025","2025-08-16T14:35:54","Web","sms_sent","EN-009","VAR00037","unsubscribe","{""duration_sec"": 270, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0025""}}"
"INT00028074","C0003498","L0003499","CMP0025","2025-08-25T15:18:19","Call","sms_reply","EN-002","VAR00062","positive","{""duration_sec"": 434, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0025""}}"
"INT00028075","C0003498","L0003499","CMP0025","2025-08-26T23:08:04","SMS","social_comment","EN-019","VAR00025","callback_requested","{""duration_sec"": 550, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0025""}}"
"INT00028076","C0003498","L0003499","CMP0025","2025-08-28T05:40:22","Email","sms_reply","EN-005","VAR00046","none","{""duration_sec"": 561, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0025""}}"
"INT00028077","C0003499","L0003500","CMP0014","2025-06-25T03:49:23","Email","sms_reply","EN-001","VAR00048","none","{""duration_sec"": 141, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00028078","C0003499","L0003500","CMP0014","2025-06-26T01:17:34","Email","site_visit","EN-004","VAR00087","unsubscribe","{""duration_sec"": 755, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00028079","C0003499","L0003500","CMP0014","2025-08-12T14:26:13","Social","call_made","EN-009","VAR00093","none","{""duration_sec"": 261, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00028080","C0003499","L0003500","CMP0014","2025-08-16T03:28:20","Social","reply","EN-002","VAR00078","negative","{""duration_sec"": 223, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00028081","C0003499","L0003500","CMP0014","2025-08-22T19:35:41","SMS","site_visit","EN-019","VAR00077","negative","{""duration_sec"": 69, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00028082","C0003499","L0003500","CMP0014","2025-08-24T10:39:18","Ads","email_sent","EN-014","VAR00031","negative","{""duration_sec"": 149, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00028083","C0003499","L0003500","CMP0014","2025-08-28T01:35:45","Call","call_answered","EN-017","VAR00046","positive","{""duration_sec"": 601, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00028084","C0003500","L0003501","CMP0001","2025-08-14T02:46:46","Social","call_made","EN-003","VAR00067","unsubscribe","{""duration_sec"": 183, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028085","C0003500","L0003501","CMP0001","2025-08-25T23:31:43","Web","email_open","EN-005","VAR00064","unsubscribe","{""duration_sec"": 486, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028086","C0003500","L0003501","CMP0001","2025-08-27T12:49:51","Email","call_answered","EN-013","VAR00020","unsubscribe","{""duration_sec"": 517, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028087","C0003500","L0003501","CMP0001","2025-08-28T06:02:55","SMS","reply","EN-017","VAR00064","none","{""duration_sec"": 815, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028088","C0003500","L0003501","CMP0001","2025-08-28T23:59:44","Ads","call_made","EN-020","VAR00061","positive","{""duration_sec"": 80, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028089","C0003500","L0003501","CMP0001","2025-08-28T23:59:53","Ads","email_click","EN-013","VAR00052","unsubscribe","{""duration_sec"": 115, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028090","C0003500","L0003501","CMP0001","2025-08-29T00:00:00","Email","email_click","EN-018","VAR00098","positive","{""duration_sec"": 578, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028091","C0003500","L0003501","CMP0001","2025-08-29T00:00:00","Social","email_open","EN-002","VAR00087","callback_requested","{""duration_sec"": 572, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028092","C0003501","L0003502","CMP0005","2025-08-14T23:34:30","Social","sms_sent","EN-016","VAR00009","none","{""duration_sec"": 441, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0005""}}"
"INT00028093","C0003501","L0003502","CMP0005","2025-08-18T15:38:37","Web","sms_sent","EN-002","VAR00041","unsubscribe","{""duration_sec"": 305, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0005""}}"
"INT00028094","C0003501","L0003502","CMP0005","2025-08-25T10:32:58","Email","sms_reply","EN-019","VAR00057","negative","{""duration_sec"": 221, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0005""}}"
"INT00028095","C0003501","L0003502","CMP0005","2025-08-25T16:48:14","Web","site_visit","EN-008","VAR00107","none","{""duration_sec"": 495, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0005""}}"
"INT00028096","C0003501","L0003502","CMP0005","2025-08-27T04:12:33","SMS","call_answered","EN-009","VAR00100","positive","{""duration_sec"": 452, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0005""}}"
"INT00028097","C0003501","L0003502","CMP0005","2025-08-27T05:45:28","Ads","sms_reply","EN-005","VAR00017","none","{""duration_sec"": 30, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0005""}}"
"INT00028098","C0003501","L0003502","CMP0005","2025-08-27T15:46:31","Ads","email_click","EN-016","VAR00073","unsubscribe","{""duration_sec"": 444, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0005""}}"
"INT00028099","C0003501","L0003502","CMP0005","2025-08-27T16:30:30","Social","call_made","EN-015","VAR00016","unsubscribe","{""duration_sec"": 736, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0005""}}"
"INT00028100","C0003501","L0003502","CMP0005","2025-08-28T12:02:48","SMS","site_visit","EN-012","VAR00108","unsubscribe","{""duration_sec"": 548, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0005""}}"
"INT00028101","C0003501","L0003502","CMP0005","2025-08-28T13:07:49","Email","social_comment","EN-003","VAR00075","unsubscribe","{""duration_sec"": 33, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0005""}}"
"INT00028102","C0003501","L0003502","CMP0005","2025-08-28T15:46:31","Social","site_visit","EN-013","VAR00090","positive","{""duration_sec"": 892, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0005""}}"
"INT00028103","C0003501","L0003502","CMP0005","2025-08-28T18:13:29","Email","call_made","EN-004","VAR00044","negative","{""duration_sec"": 641, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0005""}}"
"INT00028104","C0003502","L0003503","CMP0021","2025-06-13T21:42:54","Web","email_open","EN-006","VAR00030","none","{""duration_sec"": 524, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0021""}}"
"INT00028105","C0003502","L0003503","CMP0021","2025-08-14T10:53:52","Web","social_comment","EN-019","VAR00037","unsubscribe","{""duration_sec"": 759, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0021""}}"
"INT00028106","C0003502","L0003503","CMP0021","2025-08-17T16:55:12","Email","email_click","EN-011","VAR00012","callback_requested","{""duration_sec"": 169, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0021""}}"
"INT00028107","C0003502","L0003503","CMP0021","2025-08-26T14:00:21","Social","email_open","EN-013","VAR00030","none","{""duration_sec"": 716, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0021""}}"
"INT00028108","C0003502","L0003503","CMP0021","2025-08-27T13:29:23","Web","call_made","EN-019","VAR00023","negative","{""duration_sec"": 527, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0021""}}"
"INT00028109","C0003502","L0003503","CMP0021","2025-08-27T23:09:10","Web","email_click","EN-004","VAR00017","positive","{""duration_sec"": 82, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0021""}}"
"INT00028110","C0003502","L0003503","CMP0021","2025-08-28T00:17:54","Web","email_click","EN-001","VAR00069","positive","{""duration_sec"": 780, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0021""}}"
"INT00028111","C0003502","L0003503","CMP0021","2025-08-28T05:36:23","Email","call_made","EN-001","VAR00090","callback_requested","{""duration_sec"": 686, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0021""}}"
"INT00028112","C0003502","L0003503","CMP0021","2025-08-28T07:46:01","SMS","sms_reply","EN-011","VAR00020","none","{""duration_sec"": 14, ""utm"": {""source"": ""Partner"", ""campaign"": ""CMP0021""}}"
"INT00028113","C0003503","L0003504","CMP0005","2025-06-23T13:45:03","Email","site_visit","EN-010","VAR00039","callback_requested","{""duration_sec"": 12, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0005""}}"
"INT00028114","C0003503","L0003504","CMP0005","2025-07-06T15:36:27","Call","email_open","EN-003","VAR00086","positive","{""duration_sec"": 487, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0005""}}"
"INT00028115","C0003504","L0003505","CMP0015","2025-08-28T13:53:39","Email","reply","EN-003","VAR00073","positive","{""duration_sec"": 31, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0015""}}"
"INT00028116","C0003504","L0003505","CMP0015","2025-08-28T14:42:22","Web","call_made","EN-008","VAR00024","none","{""duration_sec"": 205, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0015""}}"
"INT00028117","C0003504","L0003505","CMP0015","2025-08-28T16:39:01","Web","call_answered","EN-004","VAR00008","callback_requested","{""duration_sec"": 641, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0015""}}"
"INT00028118","C0003504","L0003505","CMP0015","2025-08-28T21:59:45","SMS","email_open","EN-006","VAR00070","callback_requested","{""duration_sec"": 539, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0015""}}"
"INT00028119","C0003504","L0003505","CMP0015","2025-08-28T22:27:30","SMS","email_open","EN-013","VAR00077","callback_requested","{""duration_sec"": 482, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0015""}}"
"INT00028120","C0003504","L0003505","CMP0015","2025-08-28T23:57:08","Call","call_made","EN-015","VAR00038","positive","{""duration_sec"": 803, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0015""}}"
"INT00028121","C0003505","L0003506","CMP0001","2025-06-12T02:08:35","Ads","call_made","EN-008","VAR00089","callback_requested","{""duration_sec"": 369, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028122","C0003505","L0003506","CMP0001","2025-08-27T05:56:01","SMS","social_comment","EN-012","VAR00048","positive","{""duration_sec"": 698, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028123","C0003505","L0003506","CMP0001","2025-08-28T09:07:25","SMS","call_answered","EN-006","VAR00045","negative","{""duration_sec"": 579, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028124","C0003505","L0003506","CMP0001","2025-08-28T12:34:04","Ads","call_made","EN-015","VAR00019","negative","{""duration_sec"": 608, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028125","C0003505","L0003506","CMP0001","2025-08-28T17:11:49","Call","social_comment","EN-017","VAR00094","positive","{""duration_sec"": 280, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028126","C0003505","L0003506","CMP0001","2025-08-28T21:20:56","Call","site_visit","EN-002","VAR00072","negative","{""duration_sec"": 874, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028127","C0003505","L0003506","CMP0001","2025-08-28T22:58:16","SMS","site_visit","EN-016","VAR00073","positive","{""duration_sec"": 350, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028128","C0003505","L0003506","CMP0001","2025-08-28T23:45:47","Web","email_sent","EN-020","VAR00088","unsubscribe","{""duration_sec"": 265, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028129","C0003505","L0003506","CMP0001","2025-08-28T23:57:26","Email","call_made","EN-018","VAR00042","callback_requested","{""duration_sec"": 526, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028130","C0003505","L0003506","CMP0001","2025-08-28T23:59:39","Email","reply","EN-017","VAR00035","none","{""duration_sec"": 274, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0001""}}"
"INT00028131","C0003506","L0003507","CMP0013","2025-08-21T01:00:20","Social","email_open","EN-020","VAR00026","negative","{""duration_sec"": 575, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0013""}}"
"INT00028132","C0003506","L0003507","CMP0013","2025-08-26T03:28:20","Social","email_open","EN-007","VAR00087","none","{""duration_sec"": 335, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0013""}}"
"INT00028133","C0003506","L0003507","CMP0013","2025-08-26T23:10:07","Web","email_open","EN-015","VAR00031","negative","{""duration_sec"": 20, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0013""}}"
"INT00028134","C0003506","L0003507","CMP0013","2025-08-28T12:26:50","Email","email_open","EN-020","VAR00003","negative","{""duration_sec"": 253, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0013""}}"
"INT00028135","C0003506","L0003507","CMP0013","2025-08-28T15:38:40","Ads","email_click","EN-014","VAR00093","callback_requested","{""duration_sec"": 767, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0013""}}"
"INT00028136","C0003506","L0003507","CMP0013","2025-08-28T20:50:09","Web","call_made","EN-009","VAR00075","callback_requested","{""duration_sec"": 52, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0013""}}"
"INT00028137","C0003506","L0003507","CMP0013","2025-08-28T22:19:20","Web","call_answered","EN-004","VAR00062","none","{""duration_sec"": 393, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0013""}}"
"INT00028138","C0003506","L0003507","CMP0013","2025-08-28T23:57:41","Ads","email_click","EN-017","VAR00067","none","{""duration_sec"": 825, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0013""}}"
"INT00028139","C0003506","L0003507","CMP0013","2025-08-28T23:58:11","Call","email_sent","EN-008","VAR00053","unsubscribe","{""duration_sec"": 232, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0013""}}"
"INT00028140","C0003506","L0003507","CMP0013","2025-08-28T23:59:09","Social","sms_reply","EN-015","VAR00057","none","{""duration_sec"": 757, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0013""}}"
"INT00028141","C0003506","L0003507","CMP0013","2025-08-28T23:59:17","Web","social_comment","EN-002","VAR00016","none","{""duration_sec"": 563, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0013""}}"
"INT00028142","C0003506","L0003507","CMP0013","2025-08-28T23:59:17","Call","site_visit","EN-018","VAR00094","negative","{""duration_sec"": 19, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0013""}}"
"INT00028143","C0003507","L0003508","CMP0029","2025-08-05T16:13:20","SMS","email_open","EN-001","VAR00001","callback_requested","{""duration_sec"": 323, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0029""}}"
"INT00028144","C0003507","L0003508","CMP0029","2025-08-15T20:04:50","Web","email_sent","EN-002","VAR00053","negative","{""duration_sec"": 571, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0029""}}"
"INT00028145","C0003507","L0003508","CMP0029","2025-08-21T23:32:08","Social","reply","EN-017","VAR00006","negative","{""duration_sec"": 30, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0029""}}"
"INT00028146","C0003507","L0003508","CMP0029","2025-08-24T10:05:43","SMS","social_comment","EN-012","VAR00034","none","{""duration_sec"": 412, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0029""}}"
"INT00028147","C0003508","L0003509","CMP0024","2025-08-06T11:12:54","Call","email_sent","EN-012","VAR00024","none","{""duration_sec"": 868, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0024""}}"
"INT00028148","C0003508","L0003509","CMP0024","2025-08-09T17:59:36","Call","sms_reply","EN-003","VAR00059","unsubscribe","{""duration_sec"": 888, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0024""}}"
"INT00028149","C0003508","L0003509","CMP0024","2025-08-21T01:12:09","Email","call_answered","EN-005","VAR00055","negative","{""duration_sec"": 289, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0024""}}"
"INT00028150","C0003508","L0003509","CMP0024","2025-08-23T00:26:51","SMS","social_comment","EN-003","VAR00080","unsubscribe","{""duration_sec"": 870, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0024""}}"
"INT00028151","C0003508","L0003509","CMP0024","2025-08-27T11:50:13","Web","sms_sent","EN-016","VAR00102","none","{""duration_sec"": 480, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0024""}}"
"INT00028152","C0003508","L0003509","CMP0024","2025-08-28T21:55:07","Email","email_sent","EN-017","VAR00037","unsubscribe","{""duration_sec"": 233, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0024""}}"
